Training Naive Bayes classifier with tfidf mode...
Naive Bayes training complete.

=Performance Metrics:
Confusion Matrix:
[977, 2023]
[257, 925]
Accuracy: 0.4548
Precision: 0.7917
Recall: 0.3257
F1 Score: 0.4615

Predictions Log:
Doc ID, Predicted Class, Actual Class
3176, positive, negative
3177, negative, negative
3178, positive, negative
3179, negative, negative
3180, positive, negative
3181, negative, negative
3182, positive, negative
3183, positive, negative
3184, positive, negative
3185, positive, negative
3186, positive, negative
3187, positive, negative
3188, positive, negative
3189, positive, negative
3190, positive, negative
3191, positive, negative
3192, negative, negative
3193, positive, negative
3194, negative, negative
3195, negative, negative
3196, negative, negative
3197, negative, negative
3198, positive, negative
3199, positive, negative
3200, negative, negative
3201, negative, negative
3202, negative, negative
3203, positive, negative
3204, positive, negative
3205, positive, negative
3206, positive, negative
3207, positive, negative
3208, positive, negative
3209, negative, negative
3210, positive, negative
3211, negative, negative
3212, negative, negative
3213, negative, negative
3214, negative, negative
3215, positive, negative
3216, positive, negative
3217, positive, negative
3218, positive, negative
3219, positive, negative
3220, negative, negative
3221, negative, negative
3222, positive, negative
3223, negative, negative
3224, positive, negative
3225, positive, negative
3226, positive, negative
3227, positive, negative
3228, positive, negative
3229, positive, negative
3230, positive, negative
3231, negative, negative
3232, negative, negative
3233, positive, negative
3234, positive, negative
3235, positive, negative
3236, negative, negative
3237, positive, negative
3238, negative, negative
3239, positive, negative
3240, positive, negative
3241, positive, negative
3242, positive, negative
3243, negative, negative
3244, positive, negative
3245, positive, negative
3246, negative, negative
3247, positive, negative
3248, positive, negative
3249, negative, negative
3250, positive, negative
3251, positive, negative
3252, positive, negative
3253, positive, negative
3254, negative, negative
3255, positive, negative
3256, positive, negative
3257, positive, negative
3258, positive, negative
3259, positive, negative
3260, positive, negative
3261, positive, negative
3262, negative, negative
3263, positive, negative
3264, positive, negative
3265, positive, negative
3266, positive, negative
3267, positive, negative
3268, negative, negative
3269, positive, negative
3270, negative, negative
3271, positive, negative
3272, positive, negative
3273, positive, negative
3274, positive, negative
3275, positive, negative
3276, positive, negative
3277, positive, negative
3278, negative, negative
3279, positive, negative
3280, negative, negative
3281, positive, negative
3282, positive, negative
3283, positive, negative
3284, positive, negative
3285, positive, negative
3286, negative, negative
3287, negative, negative
3288, positive, negative
3289, positive, negative
3290, negative, negative
3291, positive, negative
3292, positive, negative
3293, positive, negative
3294, positive, negative
3295, positive, negative
3296, positive, negative
3297, positive, negative
3298, positive, negative
3299, positive, negative
3300, negative, negative
3301, negative, negative
3302, positive, negative
3303, positive, negative
3304, positive, negative
3305, positive, negative
3306, positive, negative
3307, negative, negative
3308, positive, negative
3309, negative, negative
3310, positive, negative
3311, positive, negative
3312, negative, negative
3313, positive, negative
3314, positive, negative
3315, negative, negative
3316, negative, negative
3317, positive, negative
3318, positive, negative
3319, negative, negative
3320, negative, negative
3321, positive, negative
3322, negative, negative
3323, positive, negative
3324, positive, negative
3325, positive, negative
3326, negative, negative
3327, positive, negative
3328, negative, negative
3329, negative, negative
3330, negative, negative
3331, negative, negative
3332, positive, negative
3333, negative, negative
3334, positive, negative
3335, positive, negative
3336, negative, negative
3337, positive, negative
3338, negative, negative
3339, positive, negative
3340, positive, negative
3341, negative, negative
3342, positive, negative
3343, positive, negative
3344, negative, negative
3345, negative, negative
3346, negative, negative
3347, positive, negative
3348, negative, negative
3349, positive, negative
3350, positive, negative
3351, negative, negative
3352, negative, negative
3353, positive, negative
3354, positive, negative
3355, negative, negative
3356, positive, negative
3357, positive, negative
3358, positive, negative
3359, positive, negative
3360, positive, negative
3361, positive, negative
3362, positive, negative
3363, positive, negative
3364, positive, negative
3365, negative, negative
3366, positive, negative
3367, positive, negative
3368, positive, negative
3369, negative, negative
3370, positive, negative
3371, positive, negative
3372, positive, negative
3373, negative, negative
3374, positive, negative
3375, negative, negative
3376, negative, negative
3377, positive, negative
3378, positive, negative
3379, positive, negative
3380, positive, negative
3381, positive, negative
3382, positive, negative
3383, positive, negative
3384, positive, negative
3385, positive, negative
3386, positive, negative
3387, positive, negative
3388, negative, negative
3389, positive, negative
3390, negative, negative
3391, positive, negative
3392, positive, negative
3393, positive, negative
3394, positive, negative
3395, positive, negative
3396, positive, negative
3397, positive, negative
3398, positive, negative
3399, negative, negative
3400, positive, negative
3401, positive, negative
3402, positive, negative
3403, negative, negative
3404, positive, negative
3405, positive, negative
3406, negative, negative
3407, positive, negative
3408, positive, negative
3409, positive, negative
3410, positive, negative
3411, positive, negative
3412, negative, negative
3413, positive, negative
3414, positive, negative
3415, negative, negative
3416, positive, negative
3417, negative, negative
3418, negative, negative
3419, positive, negative
3420, positive, negative
3421, positive, negative
3422, positive, negative
3423, positive, negative
3424, negative, negative
3425, positive, negative
3426, positive, negative
3427, positive, negative
3428, negative, negative
3429, positive, negative
3430, positive, negative
3431, positive, negative
3432, negative, negative
3433, negative, negative
3434, positive, negative
3435, negative, negative
3436, positive, negative
3437, positive, negative
3438, positive, negative
3439, positive, negative
3440, negative, negative
3441, positive, negative
3442, positive, negative
3443, negative, negative
3444, positive, negative
3445, positive, negative
3446, positive, negative
3447, positive, negative
3448, positive, negative
3449, positive, negative
3450, positive, negative
3451, positive, negative
3452, positive, negative
3453, positive, negative
3454, positive, negative
3455, positive, negative
3456, positive, negative
3457, positive, negative
3458, positive, negative
3459, positive, negative
3460, positive, negative
3461, negative, negative
3462, positive, negative
3463, negative, negative
3464, positive, negative
3465, positive, negative
3466, negative, negative
3467, positive, negative
3468, negative, negative
3469, negative, negative
3470, positive, negative
3471, positive, negative
3472, negative, negative
3473, positive, negative
3474, positive, negative
3475, positive, negative
3476, positive, negative
3477, positive, negative
3478, negative, negative
3479, negative, negative
3480, positive, negative
3481, negative, negative
3482, negative, negative
3483, positive, negative
3484, positive, negative
3485, negative, negative
3486, positive, negative
3487, negative, negative
3488, positive, negative
3489, positive, negative
3490, negative, negative
3491, positive, negative
3492, negative, negative
3493, negative, negative
3494, positive, negative
3495, negative, negative
3496, positive, negative
3497, positive, negative
3498, positive, negative
3499, positive, negative
3500, positive, negative
3501, positive, negative
3502, negative, negative
3503, negative, negative
3504, positive, negative
3505, positive, negative
3506, positive, negative
3507, positive, negative
3508, positive, negative
3509, positive, negative
3510, positive, negative
3511, negative, negative
3512, positive, negative
3513, positive, negative
3514, negative, negative
3515, positive, negative
3516, positive, negative
3517, negative, negative
3518, positive, negative
3519, negative, negative
3520, positive, negative
3521, positive, negative
3522, positive, negative
3523, positive, negative
3524, negative, negative
3525, positive, negative
3526, positive, negative
3527, negative, negative
3528, positive, negative
3529, positive, negative
3530, negative, negative
3531, negative, negative
3532, positive, negative
3533, negative, negative
3534, negative, negative
3535, negative, negative
3536, positive, negative
3537, positive, negative
3538, positive, negative
3539, positive, negative
3540, negative, negative
3541, negative, negative
3542, negative, negative
3543, negative, negative
3544, negative, negative
3545, positive, negative
3546, positive, negative
3547, negative, negative
3548, negative, negative
3549, positive, negative
3550, negative, negative
3551, positive, negative
3552, positive, negative
3553, positive, negative
3554, positive, negative
3555, positive, negative
3556, positive, negative
3557, positive, negative
3558, positive, negative
3559, negative, negative
3560, negative, negative
3561, positive, negative
3562, positive, negative
3563, negative, negative
3564, positive, negative
3565, negative, negative
3566, positive, negative
3567, negative, negative
3568, positive, negative
3569, positive, negative
3570, positive, negative
3571, positive, negative
3572, positive, negative
3573, positive, negative
3574, negative, negative
3575, positive, negative
3576, positive, negative
3577, negative, negative
3578, negative, negative
3579, positive, negative
3580, positive, negative
3581, positive, negative
3582, negative, negative
3583, positive, negative
3584, positive, negative
3585, positive, negative
3586, negative, negative
3587, negative, negative
3588, positive, negative
3589, positive, negative
3590, positive, negative
3591, positive, negative
3592, negative, negative
3593, negative, negative
3594, negative, negative
3595, positive, negative
3596, negative, negative
3597, positive, negative
3598, positive, negative
3599, positive, negative
3600, positive, negative
3601, positive, negative
3602, positive, negative
3603, negative, negative
3604, negative, negative
3605, positive, negative
3606, negative, negative
3607, positive, negative
3608, positive, negative
3609, positive, negative
3610, positive, negative
3611, negative, negative
3612, negative, negative
3613, positive, negative
3614, positive, negative
3615, positive, negative
3616, positive, negative
3617, negative, negative
3618, negative, negative
3619, positive, negative
3620, positive, negative
3621, positive, negative
3622, positive, negative
3623, positive, negative
3624, positive, negative
3625, positive, negative
3626, negative, negative
3627, positive, negative
3628, negative, negative
3629, positive, negative
3630, positive, negative
3631, negative, negative
3632, negative, negative
3633, negative, negative
3634, positive, negative
3635, negative, negative
3636, positive, negative
3637, positive, negative
3638, positive, negative
3639, positive, negative
3640, positive, negative
3641, negative, negative
3642, positive, negative
3643, negative, negative
3644, negative, negative
3645, negative, negative
3646, negative, negative
3647, positive, negative
3648, positive, negative
3649, negative, negative
3650, positive, negative
3651, positive, negative
3652, positive, negative
3653, positive, negative
3654, positive, negative
3655, positive, negative
3656, positive, negative
3657, negative, negative
3658, positive, negative
3659, negative, negative
3660, positive, negative
3661, negative, negative
3662, positive, negative
3663, negative, negative
3664, positive, negative
3665, positive, negative
3666, positive, negative
3667, positive, negative
3668, positive, negative
3669, negative, negative
3670, negative, negative
3671, positive, negative
3672, positive, negative
3673, negative, negative
3674, positive, negative
3675, positive, negative
3676, negative, negative
3677, positive, negative
3678, positive, negative
3679, negative, negative
3680, negative, negative
3681, positive, negative
3682, positive, negative
3683, positive, negative
3684, positive, negative
3685, negative, negative
3686, negative, negative
3687, positive, negative
3688, negative, negative
3689, negative, negative
3690, positive, negative
3691, positive, negative
3692, positive, negative
3693, negative, negative
3694, positive, negative
3695, positive, negative
3696, positive, negative
3697, positive, negative
3698, positive, negative
3699, positive, negative
3700, negative, negative
3701, positive, negative
3702, positive, negative
3703, positive, negative
3704, negative, negative
3705, positive, negative
3706, positive, negative
3707, positive, negative
3708, negative, negative
3709, negative, negative
3710, positive, negative
3711, positive, negative
3712, positive, negative
3713, positive, negative
3714, positive, negative
3715, positive, negative
3716, positive, negative
3717, positive, negative
3718, negative, negative
3719, positive, negative
3720, positive, negative
3721, positive, negative
3722, positive, negative
3723, negative, negative
3724, positive, negative
3725, positive, negative
3726, positive, negative
3727, positive, negative
3728, positive, negative
3729, negative, negative
3730, positive, negative
3731, positive, negative
3732, positive, negative
3733, negative, negative
3734, positive, negative
3735, positive, negative
3736, positive, negative
3737, positive, negative
3738, positive, negative
3739, positive, negative
3740, positive, negative
3741, positive, negative
3742, positive, negative
3743, positive, negative
3744, positive, negative
3745, positive, negative
3746, positive, negative
3747, positive, negative
3748, positive, negative
3749, negative, negative
3750, positive, negative
3751, positive, negative
3752, negative, negative
3753, negative, negative
3754, negative, negative
3755, positive, negative
3756, positive, negative
3757, positive, negative
3758, positive, negative
3759, negative, negative
3760, positive, negative
3761, positive, negative
3762, positive, negative
3763, positive, negative
3764, positive, negative
3765, positive, negative
3766, negative, negative
3767, negative, negative
3768, positive, negative
3769, negative, negative
3770, negative, negative
3771, positive, negative
3772, negative, negative
3773, positive, negative
3774, positive, negative
3775, negative, negative
3776, positive, negative
3777, negative, negative
3778, positive, negative
3779, positive, negative
3780, negative, negative
3781, positive, negative
3782, negative, negative
3783, negative, negative
3784, positive, negative
3785, negative, negative
3786, positive, negative
3787, positive, negative
3788, positive, negative
3789, positive, negative
3790, negative, negative
3791, negative, negative
3792, positive, negative
3793, positive, negative
3794, positive, negative
3795, positive, negative
3796, negative, negative
3797, positive, negative
3798, negative, negative
3799, positive, negative
3800, positive, negative
3801, positive, negative
3802, negative, negative
3803, negative, negative
3804, positive, negative
3805, positive, negative
3806, negative, negative
3807, positive, negative
3808, positive, negative
3809, negative, negative
3810, positive, negative
3811, positive, negative
3812, positive, negative
3813, negative, negative
3814, positive, negative
3815, positive, negative
3816, positive, negative
3817, positive, negative
3818, negative, negative
3819, positive, negative
3820, positive, negative
3821, positive, negative
3822, positive, negative
3823, negative, negative
3824, negative, negative
3825, negative, negative
3826, negative, negative
3827, positive, negative
3828, negative, negative
3829, positive, negative
3830, negative, negative
3831, positive, negative
3832, negative, negative
3833, positive, negative
3834, negative, negative
3835, negative, negative
3836, negative, negative
3837, negative, negative
3838, negative, negative
3839, negative, negative
3840, positive, negative
3841, positive, negative
3842, positive, negative
3843, positive, negative
3844, positive, negative
3845, positive, negative
3846, negative, negative
3847, negative, negative
3848, positive, negative
3849, positive, negative
3850, negative, negative
3851, positive, negative
3852, negative, negative
3853, negative, negative
3854, positive, negative
3855, positive, negative
3856, positive, negative
3857, negative, negative
3858, positive, negative
3859, positive, negative
3860, positive, negative
3861, positive, negative
3862, positive, negative
3863, positive, negative
3864, negative, negative
3865, positive, negative
3866, positive, negative
3867, negative, negative
3868, positive, negative
3869, negative, negative
3870, positive, negative
3871, positive, negative
3872, negative, negative
3873, positive, negative
3874, positive, negative
3875, positive, negative
3876, positive, negative
3877, negative, negative
3878, negative, negative
3879, positive, negative
3880, positive, negative
3881, positive, negative
3882, positive, negative
3883, positive, negative
3884, positive, negative
3885, negative, negative
3886, positive, negative
3887, positive, negative
3888, positive, negative
3889, positive, negative
3890, negative, negative
3891, positive, negative
3892, positive, negative
3893, positive, negative
3894, positive, negative
3895, negative, negative
3896, negative, negative
3897, positive, negative
3898, positive, negative
3899, positive, negative
3900, positive, negative
3901, negative, negative
3902, positive, negative
3903, positive, negative
3904, positive, negative
3905, negative, negative
3906, positive, negative
3907, positive, negative
3908, negative, negative
3909, positive, negative
3910, positive, negative
3911, positive, negative
3912, negative, negative
3913, negative, negative
3914, positive, negative
3915, negative, negative
3916, positive, negative
3917, positive, negative
3918, positive, negative
3919, negative, negative
3920, positive, negative
3921, positive, negative
3922, positive, negative
3923, positive, negative
3924, positive, negative
3925, positive, negative
3926, positive, negative
3927, negative, negative
3928, positive, negative
3929, positive, negative
3930, positive, negative
3931, positive, negative
3932, positive, negative
3933, negative, negative
3934, positive, negative
3935, positive, negative
3936, negative, negative
3937, positive, negative
3938, negative, negative
3939, positive, negative
3940, positive, negative
3941, positive, negative
3942, positive, negative
3943, negative, negative
3944, negative, negative
3945, negative, negative
3946, positive, negative
3947, positive, negative
3948, positive, negative
3949, negative, negative
3950, negative, negative
3951, positive, negative
3952, positive, negative
3953, positive, negative
3954, negative, negative
3955, positive, negative
3956, positive, negative
3957, positive, negative
3958, negative, negative
3959, negative, negative
3960, positive, negative
3961, positive, negative
3962, positive, negative
3963, positive, negative
3964, positive, negative
3965, negative, negative
3966, negative, negative
3967, positive, negative
3968, positive, negative
3969, negative, negative
3970, positive, negative
3971, positive, negative
3972, positive, negative
3973, negative, negative
3974, positive, negative
3975, positive, negative
3976, positive, negative
3977, negative, negative
3978, negative, negative
3979, negative, negative
3980, positive, negative
3981, positive, negative
3982, positive, negative
3983, positive, negative
3984, positive, negative
3985, positive, negative
3986, negative, negative
3987, negative, negative
3988, positive, negative
3989, positive, negative
3990, negative, negative
3991, positive, negative
3992, negative, negative
3993, positive, negative
3994, positive, negative
3995, negative, negative
3996, positive, negative
3997, negative, negative
3998, positive, negative
3999, negative, negative
4000, negative, negative
4001, positive, negative
4002, positive, negative
4003, positive, negative
4004, positive, negative
4005, positive, negative
4006, positive, negative
4007, negative, negative
4008, negative, negative
4009, positive, negative
4010, positive, negative
4011, negative, negative
4012, positive, negative
4013, positive, negative
4014, positive, negative
4015, positive, negative
4016, negative, negative
4017, positive, negative
4018, positive, negative
4019, positive, negative
4020, negative, negative
4021, positive, negative
4022, positive, negative
4023, negative, negative
4024, positive, negative
4025, positive, negative
4026, positive, negative
4027, positive, negative
4028, negative, negative
4029, negative, negative
4030, positive, negative
4031, positive, negative
4032, positive, negative
4033, positive, negative
4034, positive, negative
4035, negative, negative
4036, positive, negative
4037, positive, negative
4038, negative, negative
4039, positive, negative
4040, negative, negative
4041, negative, negative
4042, positive, negative
4043, positive, negative
4044, positive, negative
4045, negative, negative
4046, negative, negative
4047, positive, negative
4048, positive, negative
4049, positive, negative
4050, negative, negative
4051, positive, negative
4052, positive, negative
4053, negative, negative
4054, positive, negative
4055, positive, negative
4056, negative, negative
4057, negative, negative
4058, negative, negative
4059, positive, negative
4060, negative, negative
4061, negative, negative
4062, negative, negative
4063, positive, negative
4064, positive, negative
4065, positive, negative
4066, negative, negative
4067, positive, negative
4068, positive, negative
4069, positive, negative
4070, negative, negative
4071, negative, negative
4072, positive, negative
4073, positive, negative
4074, negative, negative
4075, negative, negative
4076, negative, negative
4077, negative, negative
4078, positive, negative
4079, negative, negative
4080, positive, negative
4081, positive, negative
4082, positive, negative
4083, negative, negative
4084, positive, negative
4085, negative, negative
4086, negative, negative
4087, positive, negative
4088, positive, negative
4089, negative, negative
4090, negative, negative
4091, positive, negative
4092, negative, negative
4093, positive, negative
4094, positive, negative
4095, negative, negative
4096, negative, negative
4097, negative, negative
4098, positive, negative
4099, positive, negative
4100, positive, negative
4101, positive, negative
4102, negative, negative
4103, positive, negative
4104, positive, negative
4105, positive, negative
4106, negative, negative
4107, positive, negative
4108, positive, negative
4109, positive, negative
4110, positive, negative
4111, positive, negative
4112, positive, negative
4113, positive, negative
4114, positive, negative
4115, positive, negative
4116, positive, negative
4117, negative, negative
4118, positive, negative
4119, negative, negative
4120, negative, negative
4121, positive, negative
4122, negative, negative
4123, positive, negative
4124, negative, negative
4125, positive, negative
4126, positive, negative
4127, negative, negative
4128, positive, negative
4129, positive, negative
4130, positive, negative
4131, positive, negative
4132, negative, negative
4133, positive, negative
4134, positive, negative
4135, negative, negative
4136, negative, negative
4137, negative, negative
4138, positive, negative
4139, negative, negative
4140, negative, negative
4141, positive, negative
4142, negative, negative
4143, negative, negative
4144, positive, negative
4145, positive, negative
4146, negative, negative
4147, negative, negative
4148, positive, negative
4149, negative, negative
4150, negative, negative
4151, positive, negative
4152, negative, negative
4153, positive, negative
4154, negative, negative
4155, negative, negative
4156, positive, negative
4157, positive, negative
4158, negative, negative
4159, positive, negative
4160, negative, negative
4161, positive, negative
4162, positive, negative
4163, positive, negative
4164, negative, negative
4165, positive, negative
4166, positive, negative
4167, negative, negative
4168, negative, negative
4169, positive, negative
4170, positive, negative
4171, negative, negative
4172, positive, negative
4173, positive, negative
4174, positive, negative
4175, positive, negative
4176, positive, negative
4177, negative, negative
4178, positive, negative
4179, positive, negative
4180, positive, negative
4181, positive, negative
4182, positive, negative
