Training Naive Bayes classifier with frequency mode...
Naive Bayes training complete.

=Performance Metrics:
Confusion Matrix:
[2925, 75]
[399, 783]
Accuracy: 0.8867
Precision: 0.8800
Recall: 0.9750
F1 Score: 0.9250

Predictions Log:
Doc ID, Predicted Class, Actual Class
3176, negative, negative
3177, negative, negative
3178, negative, negative
3179, negative, negative
3180, negative, negative
3181, negative, negative
3182, negative, negative
3183, negative, negative
3184, negative, negative
3185, negative, negative
3186, negative, negative
3187, negative, negative
3188, negative, negative
3189, positive, negative
3190, negative, negative
3191, negative, negative
3192, negative, negative
3193, negative, negative
3194, negative, negative
3195, negative, negative
3196, negative, negative
3197, negative, negative
3198, negative, negative
3199, negative, negative
3200, negative, negative
3201, negative, negative
3202, negative, negative
3203, negative, negative
3204, negative, negative
3205, negative, negative
3206, negative, negative
3207, negative, negative
3208, negative, negative
3209, negative, negative
3210, negative, negative
3211, negative, negative
3212, negative, negative
3213, negative, negative
3214, negative, negative
3215, negative, negative
3216, negative, negative
3217, negative, negative
3218, negative, negative
3219, negative, negative
3220, negative, negative
3221, negative, negative
3222, negative, negative
3223, negative, negative
3224, negative, negative
3225, negative, negative
3226, negative, negative
3227, negative, negative
3228, positive, negative
3229, negative, negative
3230, negative, negative
3231, negative, negative
3232, negative, negative
3233, negative, negative
3234, negative, negative
3235, negative, negative
3236, negative, negative
3237, negative, negative
3238, negative, negative
3239, negative, negative
3240, negative, negative
3241, negative, negative
3242, negative, negative
3243, negative, negative
3244, negative, negative
3245, negative, negative
3246, negative, negative
3247, negative, negative
3248, negative, negative
3249, negative, negative
3250, negative, negative
3251, negative, negative
3252, negative, negative
3253, negative, negative
3254, negative, negative
3255, negative, negative
3256, negative, negative
3257, negative, negative
3258, negative, negative
3259, negative, negative
3260, negative, negative
3261, negative, negative
3262, negative, negative
3263, negative, negative
3264, negative, negative
3265, negative, negative
3266, negative, negative
3267, negative, negative
3268, negative, negative
3269, negative, negative
3270, negative, negative
3271, negative, negative
3272, negative, negative
3273, negative, negative
3274, negative, negative
3275, negative, negative
3276, negative, negative
3277, negative, negative
3278, negative, negative
3279, negative, negative
3280, negative, negative
3281, negative, negative
3282, negative, negative
3283, negative, negative
3284, negative, negative
3285, negative, negative
3286, negative, negative
3287, negative, negative
3288, negative, negative
3289, negative, negative
3290, negative, negative
3291, negative, negative
3292, negative, negative
3293, negative, negative
3294, negative, negative
3295, negative, negative
3296, negative, negative
3297, negative, negative
3298, positive, negative
3299, negative, negative
3300, negative, negative
3301, negative, negative
3302, negative, negative
3303, negative, negative
3304, negative, negative
3305, negative, negative
3306, negative, negative
3307, negative, negative
3308, negative, negative
3309, negative, negative
3310, negative, negative
3311, negative, negative
3312, negative, negative
3313, negative, negative
3314, negative, negative
3315, negative, negative
3316, negative, negative
3317, negative, negative
3318, negative, negative
3319, negative, negative
3320, negative, negative
3321, negative, negative
3322, negative, negative
3323, negative, negative
3324, negative, negative
3325, negative, negative
3326, negative, negative
3327, negative, negative
3328, negative, negative
3329, negative, negative
3330, negative, negative
3331, negative, negative
3332, negative, negative
3333, negative, negative
3334, negative, negative
3335, negative, negative
3336, negative, negative
3337, negative, negative
3338, negative, negative
3339, negative, negative
3340, negative, negative
3341, negative, negative
3342, negative, negative
3343, negative, negative
3344, negative, negative
3345, negative, negative
3346, negative, negative
3347, negative, negative
3348, positive, negative
3349, negative, negative
3350, negative, negative
3351, negative, negative
3352, negative, negative
3353, negative, negative
3354, negative, negative
3355, negative, negative
3356, negative, negative
3357, negative, negative
3358, negative, negative
3359, negative, negative
3360, negative, negative
3361, negative, negative
3362, negative, negative
3363, negative, negative
3364, negative, negative
3365, negative, negative
3366, negative, negative
3367, negative, negative
3368, negative, negative
3369, negative, negative
3370, negative, negative
3371, negative, negative
3372, negative, negative
3373, negative, negative
3374, negative, negative
3375, negative, negative
3376, negative, negative
3377, negative, negative
3378, negative, negative
3379, negative, negative
3380, negative, negative
3381, positive, negative
3382, negative, negative
3383, negative, negative
3384, negative, negative
3385, negative, negative
3386, negative, negative
3387, negative, negative
3388, negative, negative
3389, negative, negative
3390, negative, negative
3391, negative, negative
3392, negative, negative
3393, negative, negative
3394, negative, negative
3395, negative, negative
3396, negative, negative
3397, negative, negative
3398, negative, negative
3399, negative, negative
3400, negative, negative
3401, negative, negative
3402, negative, negative
3403, negative, negative
3404, negative, negative
3405, negative, negative
3406, negative, negative
3407, negative, negative
3408, negative, negative
3409, negative, negative
3410, negative, negative
3411, negative, negative
3412, negative, negative
3413, negative, negative
3414, negative, negative
3415, negative, negative
3416, negative, negative
3417, negative, negative
3418, negative, negative
3419, negative, negative
3420, negative, negative
3421, negative, negative
3422, negative, negative
3423, positive, negative
3424, negative, negative
3425, negative, negative
3426, negative, negative
3427, negative, negative
3428, negative, negative
3429, negative, negative
3430, negative, negative
3431, negative, negative
3432, negative, negative
3433, negative, negative
3434, negative, negative
3435, negative, negative
3436, negative, negative
3437, negative, negative
3438, positive, negative
3439, negative, negative
3440, negative, negative
3441, negative, negative
3442, negative, negative
3443, negative, negative
3444, negative, negative
3445, negative, negative
3446, negative, negative
3447, negative, negative
3448, negative, negative
3449, negative, negative
3450, negative, negative
3451, negative, negative
3452, negative, negative
3453, negative, negative
3454, negative, negative
3455, negative, negative
3456, negative, negative
3457, negative, negative
3458, negative, negative
3459, positive, negative
3460, negative, negative
3461, negative, negative
3462, negative, negative
3463, negative, negative
3464, negative, negative
3465, positive, negative
3466, negative, negative
3467, negative, negative
3468, negative, negative
3469, negative, negative
3470, negative, negative
3471, negative, negative
3472, negative, negative
3473, negative, negative
3474, negative, negative
3475, negative, negative
3476, negative, negative
3477, negative, negative
3478, negative, negative
3479, negative, negative
3480, negative, negative
3481, negative, negative
3482, negative, negative
3483, negative, negative
3484, negative, negative
3485, negative, negative
3486, negative, negative
3487, negative, negative
3488, negative, negative
3489, negative, negative
3490, negative, negative
3491, negative, negative
3492, negative, negative
3493, negative, negative
3494, negative, negative
3495, negative, negative
3496, negative, negative
3497, negative, negative
3498, negative, negative
3499, negative, negative
3500, negative, negative
3501, negative, negative
3502, negative, negative
3503, negative, negative
3504, negative, negative
3505, negative, negative
3506, negative, negative
3507, negative, negative
3508, negative, negative
3509, negative, negative
3510, negative, negative
3511, negative, negative
3512, negative, negative
3513, negative, negative
3514, negative, negative
3515, negative, negative
3516, negative, negative
3517, negative, negative
3518, negative, negative
3519, negative, negative
3520, negative, negative
3521, negative, negative
3522, negative, negative
3523, negative, negative
3524, negative, negative
3525, negative, negative
3526, negative, negative
3527, negative, negative
3528, negative, negative
3529, negative, negative
3530, negative, negative
3531, negative, negative
3532, negative, negative
3533, negative, negative
3534, negative, negative
3535, positive, negative
3536, negative, negative
3537, negative, negative
3538, negative, negative
3539, negative, negative
3540, negative, negative
3541, negative, negative
3542, negative, negative
3543, negative, negative
3544, negative, negative
3545, negative, negative
3546, negative, negative
3547, negative, negative
3548, negative, negative
3549, negative, negative
3550, negative, negative
3551, negative, negative
3552, negative, negative
3553, negative, negative
3554, negative, negative
3555, negative, negative
3556, negative, negative
3557, negative, negative
3558, negative, negative
3559, negative, negative
3560, negative, negative
3561, negative, negative
3562, negative, negative
3563, negative, negative
3564, negative, negative
3565, negative, negative
3566, negative, negative
3567, negative, negative
3568, negative, negative
3569, negative, negative
3570, negative, negative
3571, negative, negative
3572, negative, negative
3573, negative, negative
3574, negative, negative
3575, negative, negative
3576, negative, negative
3577, negative, negative
3578, negative, negative
3579, negative, negative
3580, negative, negative
3581, negative, negative
3582, negative, negative
3583, negative, negative
3584, negative, negative
3585, negative, negative
3586, negative, negative
3587, negative, negative
3588, negative, negative
3589, negative, negative
3590, negative, negative
3591, negative, negative
3592, negative, negative
3593, negative, negative
3594, negative, negative
3595, negative, negative
3596, negative, negative
3597, negative, negative
3598, negative, negative
3599, negative, negative
3600, negative, negative
3601, negative, negative
3602, negative, negative
3603, negative, negative
3604, negative, negative
3605, negative, negative
3606, negative, negative
3607, negative, negative
3608, negative, negative
3609, negative, negative
3610, negative, negative
3611, negative, negative
3612, negative, negative
3613, negative, negative
3614, negative, negative
3615, negative, negative
3616, negative, negative
3617, negative, negative
3618, negative, negative
3619, negative, negative
3620, negative, negative
3621, negative, negative
3622, negative, negative
3623, negative, negative
3624, positive, negative
3625, negative, negative
3626, negative, negative
3627, negative, negative
3628, negative, negative
3629, negative, negative
3630, negative, negative
3631, negative, negative
3632, negative, negative
3633, negative, negative
3634, positive, negative
3635, negative, negative
3636, negative, negative
3637, negative, negative
3638, negative, negative
3639, negative, negative
3640, negative, negative
3641, negative, negative
3642, negative, negative
3643, negative, negative
3644, negative, negative
3645, negative, negative
3646, negative, negative
3647, negative, negative
3648, negative, negative
3649, negative, negative
3650, negative, negative
3651, negative, negative
3652, negative, negative
3653, negative, negative
3654, negative, negative
3655, negative, negative
3656, negative, negative
3657, negative, negative
3658, negative, negative
3659, negative, negative
3660, negative, negative
3661, negative, negative
3662, negative, negative
3663, negative, negative
3664, negative, negative
3665, negative, negative
3666, negative, negative
3667, negative, negative
3668, negative, negative
3669, negative, negative
3670, positive, negative
3671, negative, negative
3672, negative, negative
3673, negative, negative
3674, negative, negative
3675, negative, negative
3676, negative, negative
3677, negative, negative
3678, negative, negative
3679, negative, negative
3680, negative, negative
3681, negative, negative
3682, negative, negative
3683, negative, negative
3684, negative, negative
3685, negative, negative
3686, negative, negative
3687, negative, negative
3688, negative, negative
3689, negative, negative
3690, negative, negative
3691, negative, negative
3692, negative, negative
3693, negative, negative
3694, negative, negative
3695, negative, negative
3696, negative, negative
3697, negative, negative
3698, negative, negative
3699, negative, negative
3700, negative, negative
3701, negative, negative
3702, negative, negative
3703, negative, negative
3704, negative, negative
3705, negative, negative
3706, negative, negative
3707, negative, negative
3708, negative, negative
3709, positive, negative
3710, negative, negative
3711, negative, negative
3712, positive, negative
3713, negative, negative
3714, negative, negative
3715, negative, negative
3716, negative, negative
3717, negative, negative
3718, negative, negative
3719, negative, negative
3720, negative, negative
3721, negative, negative
3722, negative, negative
3723, negative, negative
3724, negative, negative
3725, negative, negative
3726, negative, negative
3727, negative, negative
3728, negative, negative
3729, negative, negative
3730, negative, negative
3731, negative, negative
3732, negative, negative
3733, negative, negative
3734, negative, negative
3735, positive, negative
3736, negative, negative
3737, negative, negative
3738, negative, negative
3739, negative, negative
3740, negative, negative
3741, negative, negative
3742, negative, negative
3743, negative, negative
3744, negative, negative
3745, negative, negative
3746, negative, negative
3747, negative, negative
3748, negative, negative
3749, negative, negative
3750, negative, negative
3751, negative, negative
3752, negative, negative
3753, negative, negative
3754, negative, negative
3755, positive, negative
3756, negative, negative
3757, negative, negative
3758, negative, negative
3759, negative, negative
3760, negative, negative
3761, negative, negative
3762, negative, negative
3763, negative, negative
3764, negative, negative
3765, negative, negative
3766, negative, negative
3767, negative, negative
3768, negative, negative
3769, negative, negative
3770, negative, negative
3771, negative, negative
3772, negative, negative
3773, negative, negative
3774, negative, negative
3775, negative, negative
3776, negative, negative
3777, negative, negative
3778, negative, negative
3779, negative, negative
3780, negative, negative
3781, negative, negative
3782, negative, negative
3783, negative, negative
3784, negative, negative
3785, negative, negative
3786, negative, negative
3787, negative, negative
3788, negative, negative
3789, negative, negative
3790, negative, negative
3791, negative, negative
3792, negative, negative
3793, negative, negative
3794, negative, negative
3795, negative, negative
3796, negative, negative
3797, positive, negative
3798, negative, negative
3799, negative, negative
3800, negative, negative
3801, negative, negative
3802, negative, negative
3803, negative, negative
3804, negative, negative
3805, negative, negative
3806, negative, negative
3807, negative, negative
3808, negative, negative
3809, negative, negative
3810, positive, negative
3811, negative, negative
3812, negative, negative
3813, negative, negative
3814, negative, negative
3815, negative, negative
3816, negative, negative
3817, negative, negative
3818, negative, negative
3819, negative, negative
3820, positive, negative
3821, negative, negative
3822, negative, negative
3823, negative, negative
3824, negative, negative
3825, negative, negative
3826, negative, negative
3827, negative, negative
3828, negative, negative
3829, negative, negative
3830, negative, negative
3831, negative, negative
3832, negative, negative
3833, negative, negative
3834, negative, negative
3835, negative, negative
3836, negative, negative
3837, negative, negative
3838, negative, negative
3839, negative, negative
3840, negative, negative
3841, negative, negative
3842, negative, negative
3843, negative, negative
3844, negative, negative
3845, negative, negative
3846, negative, negative
3847, negative, negative
3848, negative, negative
3849, negative, negative
3850, negative, negative
3851, negative, negative
3852, negative, negative
3853, negative, negative
3854, negative, negative
3855, negative, negative
3856, negative, negative
3857, negative, negative
3858, negative, negative
3859, negative, negative
3860, negative, negative
3861, negative, negative
3862, negative, negative
3863, negative, negative
3864, negative, negative
3865, negative, negative
3866, negative, negative
3867, negative, negative
3868, negative, negative
3869, negative, negative
3870, negative, negative
3871, negative, negative
3872, negative, negative
3873, negative, negative
3874, negative, negative
3875, negative, negative
3876, negative, negative
3877, negative, negative
3878, negative, negative
3879, negative, negative
3880, negative, negative
3881, negative, negative
3882, negative, negative
3883, negative, negative
3884, negative, negative
3885, negative, negative
3886, negative, negative
3887, negative, negative
3888, negative, negative
3889, negative, negative
3890, negative, negative
3891, negative, negative
3892, negative, negative
3893, negative, negative
3894, negative, negative
3895, negative, negative
3896, positive, negative
3897, negative, negative
3898, negative, negative
3899, negative, negative
3900, negative, negative
3901, negative, negative
3902, negative, negative
3903, negative, negative
3904, negative, negative
3905, negative, negative
3906, negative, negative
3907, negative, negative
3908, negative, negative
3909, negative, negative
3910, negative, negative
3911, negative, negative
3912, negative, negative
3913, negative, negative
3914, negative, negative
3915, negative, negative
3916, negative, negative
3917, negative, negative
3918, negative, negative
3919, negative, negative
3920, negative, negative
3921, negative, negative
3922, positive, negative
3923, negative, negative
3924, negative, negative
3925, negative, negative
3926, negative, negative
3927, negative, negative
3928, negative, negative
3929, negative, negative
3930, negative, negative
3931, negative, negative
3932, negative, negative
3933, negative, negative
3934, negative, negative
3935, negative, negative
3936, negative, negative
3937, negative, negative
3938, negative, negative
3939, negative, negative
3940, negative, negative
3941, negative, negative
3942, negative, negative
3943, negative, negative
3944, negative, negative
3945, negative, negative
3946, negative, negative
3947, negative, negative
3948, negative, negative
3949, negative, negative
3950, negative, negative
3951, negative, negative
3952, negative, negative
3953, negative, negative
3954, negative, negative
3955, negative, negative
3956, negative, negative
3957, negative, negative
3958, negative, negative
3959, negative, negative
3960, negative, negative
3961, negative, negative
3962, negative, negative
3963, negative, negative
3964, negative, negative
3965, negative, negative
3966, negative, negative
3967, negative, negative
3968, negative, negative
3969, negative, negative
3970, negative, negative
3971, negative, negative
3972, negative, negative
3973, negative, negative
3974, negative, negative
3975, negative, negative
3976, negative, negative
3977, negative, negative
3978, negative, negative
3979, negative, negative
3980, negative, negative
3981, negative, negative
3982, negative, negative
3983, negative, negative
3984, negative, negative
3985, negative, negative
3986, negative, negative
3987, negative, negative
3988, negative, negative
3989, negative, negative
3990, negative, negative
3991, negative, negative
3992, negative, negative
3993, negative, negative
3994, negative, negative
3995, negative, negative
3996, negative, negative
3997, negative, negative
3998, negative, negative
3999, negative, negative
4000, positive, negative
4001, negative, negative
4002, negative, negative
4003, negative, negative
4004, negative, negative
4005, negative, negative
4006, negative, negative
4007, negative, negative
4008, negative, negative
4009, negative, negative
4010, negative, negative
4011, positive, negative
4012, negative, negative
4013, negative, negative
4014, negative, negative
4015, negative, negative
4016, negative, negative
4017, negative, negative
4018, negative, negative
4019, negative, negative
4020, negative, negative
4021, negative, negative
4022, negative, negative
4023, negative, negative
4024, negative, negative
4025, negative, negative
4026, negative, negative
4027, negative, negative
4028, negative, negative
4029, negative, negative
4030, negative, negative
4031, negative, negative
4032, negative, negative
4033, negative, negative
4034, negative, negative
4035, negative, negative
4036, negative, negative
4037, negative, negative
4038, negative, negative
4039, positive, negative
4040, negative, negative
4041, negative, negative
4042, negative, negative
4043, negative, negative
4044, negative, negative
4045, negative, negative
4046, negative, negative
4047, negative, negative
4048, negative, negative
4049, negative, negative
4050, negative, negative
4051, negative, negative
4052, negative, negative
4053, negative, negative
4054, negative, negative
4055, negative, negative
4056, negative, negative
4057, negative, negative
4058, negative, negative
4059, negative, negative
4060, negative, negative
4061, negative, negative
4062, negative, negative
4063, negative, negative
4064, negative, negative
4065, negative, negative
4066, negative, negative
4067, negative, negative
4068, negative, negative
4069, negative, negative
4070, negative, negative
4071, negative, negative
4072, negative, negative
4073, negative, negative
4074, negative, negative
4075, negative, negative
4076, negative, negative
4077, negative, negative
4078, negative, negative
4079, negative, negative
4080, negative, negative
4081, negative, negative
4082, negative, negative
4083, negative, negative
4084, negative, negative
4085, negative, negative
4086, negative, negative
4087, negative, negative
4088, negative, negative
4089, negative, negative
4090, negative, negative
4091, negative, negative
4092, negative, negative
4093, negative, negative
4094, negative, negative
4095, negative, negative
4096, negative, negative
4097, negative, negative
4098, negative, negative
4099, negative, negative
4100, negative, negative
4101, negative, negative
4102, negative, negative
4103, negative, negative
4104, negative, negative
4105, negative, negative
4106, negative, negative
4107, negative, negative
4108, negative, negative
4109, negative, negative
4110, negative, negative
4111, positive, negative
4112, negative, negative
4113, negative, negative
4114, negative, negative
4115, negative, negative
4116, negative, negative
4117, negative, negative
4118, negative, negative
4119, negative, negative
4120, negative, negative
4121, negative, negative
4122, negative, negative
4123, negative, negative
4124, negative, negative
4125, negative, negative
4126, negative, negative
4127, negative, negative
4128, negative, negative
4129, negative, negative
4130, negative, negative
4131, negative, negative
4132, negative, negative
4133, negative, negative
4134, negative, negative
4135, positive, negative
4136, positive, negative
4137, negative, negative
4138, negative, negative
4139, negative, negative
4140, negative, negative
4141, negative, negative
4142, negative, negative
4143, negative, negative
4144, negative, negative
4145, negative, negative
4146, negative, negative
4147, negative, negative
4148, negative, negative
4149, negative, negative
4150, negative, negative
4151, negative, negative
4152, negative, negative
4153, negative, negative
4154, negative, negative
4155, negative, negative
4156, negative, negative
4157, negative, negative
4158, negative, negative
4159, negative, negative
4160, negative, negative
4161, negative, negative
4162, negative, negative
4163, negative, negative
4164, negative, negative
4165, negative, negative
4166, negative, negative
4167, negative, negative
4168, negative, negative
4169, negative, negative
4170, negative, negative
4171, negative, negative
4172, negative, negative
4173, negative, negative
4174, negative, negative
4175, negative, negative
4176, negative, negative
4177, negative, negative
4178, negative, negative
4179, negative, negative
4180, positive, negative
4181, negative, negative
4182, negative, negative
